season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record	x_wins	x_losses
2013	NE	New England Patriots	z	http://www.nfl.com/teams/profile?team=NE	12	4	0	.750	444	338	106	47	8-0	4-4	4-2	.667	9-3	.750	3-1	2W	4-1
2013	NYJ	New York Jets		http://www.nfl.com/teams/profile?team=NYJ	8	8	0	.500	290	387	-97	27	6-2	2-6	3-3	.500	5-7	.417	3-1	2W	3-2
2013	MIA	Miami Dolphins		http://www.nfl.com/teams/profile?team=MIA	8	8	0	.500	317	335	-18	34	4-4	4-4	2-4	.333	7-5	.583	1-3	2L	3-2
2013	BUF	Buffalo Bills		http://www.nfl.com/teams/profile?team=BUF	6	10	0	.375	339	388	-49	34	4-4	2-6	3-3	.500	5-7	.417	1-3	1L	2-3
2013	CIN	Cincinnati Bengals	z	http://www.nfl.com/teams/profile?team=CIN	11	5	0	.688	430	305	125	54	8-0	3-5	3-3	.500	8-4	.667	3-1	2W	4-1
2013	PIT	Pittsburgh Steelers		http://www.nfl.com/teams/profile?team=PIT	8	8	0	.500	379	370	9	41	5-3	3-5	4-2	.667	6-6	.500	2-2	3W	3-2
2013	BAL	Baltimore Ravens		http://www.nfl.com/teams/profile?team=BAL	8	8	0	.500	320	352	-32	29	6-2	2-6	3-3	.500	6-6	.500	2-2	2L	3-2
2013	CLE	Cleveland Browns		http://www.nfl.com/teams/profile?team=CLE	4	12	0	.250	308	406	-98	35	3-5	1-7	2-4	.333	3-9	.250	1-3	7L	0-5
2013	IND	Indianapolis Colts	z	http://www.nfl.com/teams/profile?team=IND	11	5	0	.688	391	336	55	40	6-2	5-3	6-0	1.000	9-3	.750	2-2	3W	4-1
2013	TEN	Tennessee Titans		http://www.nfl.com/teams/profile?team=TEN	7	9	0	.438	362	381	-19	41	3-5	4-4	2-4	.333	6-6	.500	1-3	2W	2-3
2013	JAC	Jacksonville Jaguars		http://www.nfl.com/teams/profile?team=JAC	4	12	0	.250	247	449	-202	25	1-7	3-5	3-3	.500	4-8	.333	0-4	3L	2-3
2013	HOU	Houston Texans		http://www.nfl.com/teams/profile?team=HOU	2	14	0	.125	276	428	-152	28	1-7	1-7	1-5	.167	2-10	.167	0-4	14L	0-5
2013	DEN	Denver Broncos	*	http://www.nfl.com/teams/profile?team=DEN	13	3	0	.813	606	399	207	76	7-1	6-2	5-1	.833	9-3	.750	4-0	2W	4-1
2013	KC	Kansas City Chiefs	y	http://www.nfl.com/teams/profile?team=KC	11	5	0	.688	430	305	125	52	5-3	6-2	2-4	.333	7-5	.583	4-0	2L	2-3
2013	SD	San Diego Chargers	y	http://www.nfl.com/teams/profile?team=SD	9	7	0	.563	396	348	48	42	5-3	4-4	4-2	.667	6-6	.500	3-1	4W	4-1
2013	OAK	Oakland Raiders		http://www.nfl.com/teams/profile?team=OAK	4	12	0	.250	322	453	-131	37	3-5	1-7	1-5	.167	4-8	.333	0-4	6L	0-5
2013	PHI	Philadelphia Eagles	z	http://www.nfl.com/teams/profile?team=PHI	10	6	0	.625	442	382	60	53	4-4	6-2	4-2	.667	9-3	.750	1-3	2W	4-1
2013	DAL	Dallas Cowboys		http://www.nfl.com/teams/profile?team=DAL	8	8	0	.500	439	432	7	51	5-3	3-5	5-1	.833	7-5	.583	1-3	1L	2-3
2013	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	7	9	0	.438	294	383	-89	32	4-4	3-5	3-3	.500	6-6	.500	1-3	2W	3-2
2013	WAS	Washington Redskins		http://www.nfl.com/teams/profile?team=WAS	3	13	0	.188	334	478	-144	39	2-6	1-7	0-6	.000	1-11	.083	2-2	8L	0-5
2013	GB	Green Bay Packers	z	http://www.nfl.com/teams/profile?team=GB	8	7	1	.531	417	428	-11	46	4-3-1	4-4	3-2-1	.583	6-5-1	.542	2-2	1W	3-2
2013	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	8	8	0	.500	445	478	-33	52	5-3	3-5	2-4	.333	4-8	.333	4-0	2L	2-3
2013	DET	Detroit Lions		http://www.nfl.com/teams/profile?team=DET	7	9	0	.438	395	376	19	48	4-4	3-5	4-2	.667	6-6	.500	1-3	4L	1-4
2013	MIN	Minnesota Vikings		http://www.nfl.com/teams/profile?team=MIN	5	10	1	.344	391	480	-89	45	5-3	0-7-1	2-3-1	.417	4-7-1	.375	1-3	1W	3-2
2013	CAR	Carolina Panthers	z	http://www.nfl.com/teams/profile?team=CAR	12	4	0	.750	366	241	125	42	7-1	5-3	5-1	.833	9-3	.750	3-1	3W	4-1
2013	NO	New Orleans Saints	y	http://www.nfl.com/teams/profile?team=NO	11	5	0	.688	414	304	110	49	8-0	3-5	5-1	.833	9-3	.750	2-2	1W	2-3
2013	ATL	Atlanta Falcons		http://www.nfl.com/teams/profile?team=ATL	4	12	0	.250	353	443	-90	40	3-5	1-7	1-5	.167	3-9	.250	1-3	2L	2-3
2013	TB	Tampa Bay Buccaneers		http://www.nfl.com/teams/profile?team=TB	4	12	0	.250	288	389	-101	31	3-5	1-7	1-5	.167	2-10	.167	2-2	3L	1-4
2013	SEA	Seattle Seahawks	*	http://www.nfl.com/teams/profile?team=SEA	13	3	0	.813	417	231	186	45	7-1	6-2	4-2	.667	10-2	.833	3-1	1W	3-2
2013	SF	San Francisco 49ers	y	http://www.nfl.com/teams/profile?team=SF	12	4	0	.750	406	272	134	44	6-2	6-2	5-1	.833	9-3	.750	3-1	6W	5-0
